-0.00053622725	0.00023643136	0.0051033497	0.009009273	-0.0093029495	-0.007116809	0.0064588725	0.008972988	-0.005015428	-0.0037633716	0.0073805046	-0.0015334714	-0.0045366134	0.006554052	-0.0048601604	-0.0018160177	0.0028765798	0.0009918738	-0.008285215	-0.009448818	0.007311766	0.005070262	0.0067576934	0.00076286553	0.0063508903	-0.0034053659	-0.0009464014	0.0057685734	-0.0075216377	-0.0039361035	-0.007511582	-0.00093004224	0.009538119	-0.007319167	-0.0023337686	-0.0019377411	0.008077437	-0.005930896	4.516244e-05	-0.004753734	-0.009603551	0.005007293	-0.008759585	-0.0043918253	-3.5099984e-05	-0.00029618145	-0.00766124	0.009614743	0.004982058	0.009233143	-0.008157917	0.004495798	-0.004137076	0.0008245361	0.00849862	-0.0044621765	0.0045175003	-0.00678696	-0.0035484887	0.009398508	-0.0015776526	0.00032137157	-0.00414063	-0.007682688	-0.0015080082	0.0024697948	-0.00088802696	0.0055336617	-0.002742977	0.0022600652	0.0054557943	0.008345953	-0.0014537406	-0.009208143	0.0043705525	0.00057178497	0.007441908	-0.00081328274	-0.0026384138	-0.008753009	-0.0008565569	0.002826563	0.005401429	0.0070526563	-0.0057031214	0.0018588197	0.0060888636	-0.004798051	-0.0031072604	0.0067976294	0.0016314756	0.00018991709	0.0034736372	0.00021777749	0.009618826	0.005060604	-0.00891739	-0.0070415605	0.0009014559	0.006392534
-0.0086196875	0.003665738	0.0051898835	0.0057419385	0.0074669183	-0.0061676754	0.0011056137	0.0060472824	-0.0028400505	-0.0061735227	-0.000410223	-0.0083689485	-0.0056000124	0.007104539	0.0033525396	0.0072256695	0.0068002474	0.007530742	-0.0037891543	-0.00056180597	0.0023483764	-0.0045190323	0.008388732	-0.009858164	0.006764641	0.0029144168	-0.0049328315	0.0043981876	-0.0017395747	0.0067113843	0.00996485	-0.0043624435	-0.0005993378	-0.0056956373	0.0038508223	0.0027866268	0.0068910765	0.0061010956	0.009538497	0.009273417	0.007898068	-0.006989504	-0.009155865	-0.0003557527	-0.0030998408	0.007894317	0.005938574	-0.0015456629	0.0015109634	0.0017900408	0.007817571	-0.0095101865	-0.00020553112	0.0034691966	-0.0009389722	0.008381772	0.009010783	0.0065365066	-0.000711621	0.007710404	-0.008534335	0.0032071066	-0.004637997	-0.005088955	0.0035896183	0.0053703394	0.0077695143	-0.0057665063	0.007433361	0.0066254963	-0.0037098003	-0.008745641	0.0054374672	0.0065097557	-0.00078755023	-0.006709856	-0.0070859254	-0.0024970602	0.0051432536	-0.0036652375	-0.00937006	0.0038267397	0.004884479	-0.0064285635	0.0012085581	-0.002074877	2.4403334e-05	-0.009883509	0.0026920044	-0.0047501065	0.0010876465	-0.0015762246	0.002196673	-0.007881576	-0.002717184	0.0026631986	0.005346682	-0.0023915148	-0.009510094	0.004505879
9.456396e-05	0.0030773198	-0.006812645	-0.0013754654	0.007668581	0.0073464094	-0.0036732971	0.0026427018	-0.00831713	0.006205486	-0.0046373224	-0.0031641065	0.009311357	0.0008733857	0.007490703	-0.0060740625	0.005160507	0.009922823	-0.0084573915	-0.0051356913	-0.007064837	-0.0048626517	-0.0037785638	-0.008536199	0.007955606	-0.004843938	0.008423613	0.0052625705	-0.006550026	0.0039578713	0.0054701497	-0.007426536	-0.0074057197	-0.0024752307	-0.008625725	-0.0015815723	-0.00040343284	0.0032996845	0.0014418805	-0.00088142155	-0.005594058	0.0017303658	-0.0008973718	0.006793691	0.00397359	0.0045294715	0.0014343059	-0.0026998555	-0.0043668128	-0.0010320747	0.0014370275	-0.0026460087	-0.007073783	-0.007805307	-0.009121787	-0.0059351693	-0.0018474245	-0.0043238713	-0.0064606704	-0.0037173224	0.0042891586	-0.0037390434	0.008378175	0.0015339935	-0.0072423196	0.0094337985	0.0076312125	0.005493282	-0.0068488456	0.005822679	0.004009093	0.0051853694	0.0042559016	0.0019397545	-0.0031701624	0.008353845	0.00961218	0.003792603	-0.002836995	7.1275235e-06	0.0012188185	-0.008458325	-0.008223945	-0.00023101569	0.0012372875	-0.0057433806	-0.0047252737	-0.0073460746	0.008328616	0.00012129784	-0.0045093987	0.0057017053	0.009180015	-0.004099872	0.007964682	0.005375434	0.005879123	0.0005125904	0.008213084	-0.0070190406
-0.008242678	0.009299355	-0.00019766092	-0.0019672764	0.0046036304	-0.004095316	0.0027431143	0.0069399667	0.006065426	-0.0075107943	0.00938235	0.0046718083	0.0039661205	-0.0062435055	0.00845998	-0.002150165	0.008825188	-0.0053620026	-0.008129419	0.006824559	0.0016711927	-0.002198509	0.009513601	0.009493855	-0.009774047	0.0025052286	0.0061566923	0.0038724565	0.0020227872	0.0004305017	0.00067363144	-0.0038206363	-0.0071402504	-0.0020888723	0.0039238976	0.008818683	0.00925915	-0.0059759365	-0.009402671	0.009764377	0.0034297847	0.005166117	0.006282345	-0.0028042626	0.0073227035	0.0028302716	0.0028710044	-0.00238037	-0.0031282497	-0.0023701417	0.0042764368	7.605791e-05	-0.009584279	-0.009665544	-0.006148194	-0.0001285696	0.001997416	0.0094319675	0.005584351	-0.0042906962	0.00027831673	0.0049643586	0.0076983096	-0.0011442233	0.0043234206	-0.0058143795	-0.00080419064	0.0081000505	-0.002360065	-0.009663455	0.0057792603	-0.0039298222	-0.0012228728	0.009980517	-0.0022563506	-0.0047570644	-0.0053293873	0.00698089	-0.005708872	0.002113663	-0.00525566	0.006120714	0.0043573068	0.002606355	-0.001491083	-0.0027460635	0.008992936	0.0052157748	-0.0021625196	-0.00947031	-0.007426052	-0.0010637414	-0.00079494715	-0.0025629092	0.0096827205	-0.00045852066	0.005873761	-0.0074475873	-0.0025060738	-0.0055498634
-0.007139015	0.0012410306	-0.0071767163	-0.002244618	0.0037193035	0.005833124	0.0011981833	0.0021027315	-0.0041103913	0.0072253332	-0.0063070417	0.004647216	-0.008219973	0.002036468	-0.004977052	-0.004247688	-0.0031089843	0.0056552086	0.005798401	-0.004974649	0.0007733309	-0.008495778	0.0078098057	0.009257291	-0.0027423275	0.0008002233	0.0007466519	0.005477885	-0.008606079	0.00058445573	0.0068694223	0.0022315944	0.0011246764	-0.009322155	0.008482367	-0.0062641273	-0.0029923737	0.003493787	-0.0007726276	0.0014112913	0.0017819917	-0.0068288995	-0.009724812	0.009040585	0.0061980546	-0.0069129276	0.0034034825	0.00020606398	0.0047537456	-0.007119943	0.004026954	0.0043474343	0.009957369	-0.00447374	-0.0013892639	-0.0073173214	-0.009697829	-0.009080257	-0.0010227549	-0.00650329	0.004849728	-0.0061640264	0.0025191857	0.0007394409	-0.003392154	-0.0009792233	0.009979125	0.009145887	-0.0044618296	0.009083027	-0.005641763	0.005930922	-0.0030972182	0.0034317516	0.0030172265	0.006900461	-0.0023738837	0.008775037	0.007589428	-0.009547646	-0.008008209	-0.0076378966	0.0029232574	-0.0027947223	-0.0069295205	-0.008128264	0.00830918	0.0019904887	-0.009328017	-0.0047927164	0.0031367384	-0.004713206	0.005280843	-0.0042334413	0.002641796	-0.008045687	0.006209886	0.004818889	0.0007871926	0.0030134476
-0.0087274825	0.0021301615	-0.0008735442	-0.009319088	-0.009428143	-0.001410718	0.0044324086	0.003704071	-0.006498693	-0.0068730675	-0.004999412	-0.0022868442	-0.0072502876	-0.009603318	-0.0027436293	-0.008362841	-0.006038876	-0.005670929	-0.0023441375	-0.0017069972	-0.008956999	-0.0007351994	0.008152506	0.0076904297	-0.007206116	-0.0036668312	0.003118552	-0.0095707225	0.0014764392	0.0065244664	0.0057464195	-0.008763062	-0.004517144	-0.008140161	4.5956374e-05	0.009263634	0.0059733056	0.005067308	0.0050610625	-0.0032429171	0.009552184	-0.0073564244	-0.0072703874	-0.002265389	-0.00077856064	-0.0032161034	-0.0005925858	0.007488823	-0.0006975186	-0.0016249407	0.0027443992	-0.008359101	0.007855804	0.008536104	-0.009584087	0.0024462664	0.009904971	-0.0076658037	-0.0069669187	-0.007736517	0.008395923	-0.0006813359	0.009144409	-0.008158221	0.0037430846	0.0026350426	0.0007427132	0.002327676	-0.007469094	-0.0093583735	0.0023545765	0.006148455	0.007985689	0.0057358947	-0.00077733636	0.008306164	-0.009336314	0.0034061326	0.00026675343	0.0038572443	0.0073857834	-0.006725167	0.0055844807	-0.009522225	-0.00080445886	-0.008688737	-0.005098673	0.0092892265	-0.0018582619	0.0029144264	0.009071279	0.008938133	-0.008208435	-0.0030123137	0.009886606	0.005104431	-0.0015880871	-0.0086920215	0.0029615164	-0.0066758976
0.0081322715	-0.004457334	-0.0010683573	0.0010063648	-0.00019111396	0.0011481774	0.0061138608	-2.027154e-05	-0.0032459653	-0.0015107286	0.005897299	0.0015141022	-0.000724262	0.009333247	-0.0049212836	-0.00083840964	0.009175411	0.0067494274	0.001502856	-0.008882561	0.001148746	-0.0022882556	0.009368237	0.0012099278	0.0014900636	0.00240641	-0.0018360066	-0.004999634	0.0002324295	-0.0020141804	0.006600933	0.008940123	-0.0006747544	0.0029770148	-0.0061076544	0.0016993248	-0.0069262325	-0.008694027	-0.005900203	-0.008956475	0.007277595	-0.0057720314	0.008276352	-0.0072435453	0.003421675	0.009674999	-0.007785448	-0.009945057	-0.0043291464	-0.0026831306	-0.00027128935	-0.008831551	-0.008617558	0.0028002106	-0.008206407	-0.009069337	-0.0023404658	-0.008631808	-0.00705665	-0.008401151	-0.0003013289	-0.0045642983	0.0066271746	0.0015271604	-0.0033414757	0.006108972	-0.006013285	-0.0046561696	-0.007207509	-0.00433658	-0.00180933	0.006489643	-0.002770393	0.0049189674	0.0069044423	-0.0074637057	0.00456485	0.0061269784	-0.0029544747	0.006625022	0.0061258795	-0.006443485	-0.0067645516	0.0025389588	-0.0016238189	-0.006065128	0.009499209	-0.0051301466	-0.006554097	-0.000119885204	-0.002701428	0.0004444003	-0.0035374581	-0.0004193306	-0.00070861576	0.00082282064	0.008194817	-0.0057367072	-0.001659528	0.0055716075
0.00816812	-0.0044430327	0.008985434	0.008253665	-0.004435222	0.0003031051	0.004274491	-0.00392632	-0.0055599655	-0.0065123225	-0.0006707382	-0.00029592158	0.004463085	-0.002474054	-0.00017260908	0.0024618758	0.004867599	-3.080845e-05	-0.0063394094	-0.009260807	2.665758e-05	0.0066618943	0.0014660227	-0.008966522	-0.007938605	0.0065519023	-0.0037856805	0.0062549924	-0.006681032	0.008479662	-0.0065163244	0.00328802	-0.0010569858	-0.006787528	-0.0032875966	-0.001161412	-0.00547094	-0.0012113475	-0.0075633135	0.0026466595	0.009070149	-0.0023772502	-0.00097651005	0.0035135616	0.008665088	-0.005921853	-0.006887578	-0.0029329848	0.009147696	0.00086626766	-0.008678401	-0.001446979	0.009479466	-0.0075494875	-0.0053580985	0.009316563	-0.008973726	0.0038259076	0.0006654406	0.0066607012	0.008312753	-0.0028507852	-0.003992313	0.008897917	0.002089646	0.0062489416	-0.009445715	0.009590124	-0.0013483083	-0.006052115	0.0029925345	-0.00045661093	0.0047064926	-0.002283021	-0.0041378425	0.0022778988	0.0083543835	-0.004995606	0.0026686788	-0.007990555	-0.0067733466	-0.00046766878	-0.008767728	0.0027894378	0.0015985954	-0.0023196924	0.005003791	0.009748787	0.008454268	-0.0018802249	0.0020581519	-0.004003689	-0.008241406	0.0062779556	-0.0019491815	-0.00066620467	-0.001771332	-0.0045356657	0.0040617096	-0.0042701806
-0.0095785465	0.008943115	0.0041650687	0.009234735	0.0066435025	0.0029247368	0.00980402	-0.004424641	-0.006803311	0.0042273807	0.003729	-0.005664611	0.00970476	-0.0035583067	0.009549406	0.0008347261	-0.0063384566	-0.001977117	-0.0073770545	-0.002979523	0.0010416972	0.009482687	0.009355848	-0.0065958775	0.003475151	0.0022755705	-0.0024893521	-0.009229172	0.0010271263	-0.008165706	0.006320189	-0.0058000805	0.005535439	0.009833723	-0.00016000033	0.0045284927	-0.0018094003	0.007360761	0.003940097	-0.009010324	-0.002398504	0.003628769	-9.9568366e-05	-0.0012012708	-0.0010554385	-0.0016716016	0.00060495257	0.0041650953	-0.0042527914	-0.0038336217	-5.2816868e-05	0.00026935578	-0.00016880632	-0.0047855065	0.0043134023	-0.0021719194	0.0021035396	0.000666523	0.005969677	-0.006842381	-0.00681571	-0.0044762576	0.009435829	-0.0015918827	-0.009429242	-0.0005450416	-0.004448923	0.0060000787	-0.009583686	0.002859001	-0.009252832	0.0012498009	0.005999198	0.0073973476	-0.0076214634	-0.0060530235	-0.006838441	-0.00791834	-0.0094990805	-0.002125497	-0.0008359325	-0.0072562015	0.0067870365	0.0011196196	0.0058288667	0.0014728665	0.0007893658	-0.0073681297	-0.002176658	0.0043210792	-0.0050853146	0.0011307895	0.002883364	-0.001536361	0.009932295	0.008349635	0.0024156666	0.0071182456	0.0058914376	-0.005580617
-0.0051562428	-0.0066683376	-0.007776835	0.008310728	-0.001982342	-0.0068549635	-0.004154389	0.0051441262	-0.0028691364	-0.0037496602	0.0016214252	-0.0027762938	-0.0015843606	0.0010744918	-0.0029779447	0.008519283	0.003910935	-0.009958863	0.0062595997	-0.006754254	0.0007694328	0.0044042347	-0.005103375	-0.0021106696	0.008095479	-0.0042437925	-0.007636261	0.009257913	-0.002155497	-0.0047194324	0.0085708	0.004283339	0.0043248367	0.009284513	-0.00845308	0.00525532	0.0020393515	0.00418828	0.0016979002	0.004464134	0.0044862903	0.006104522	-0.0032020975	-0.004575728	-0.00042651652	0.0025337338	-0.003263167	0.006057718	0.0041541304	0.0077645923	0.0025692724	0.008116683	-0.0013872099	0.008077928	0.003717016	-0.008047325	-0.0039336146	-0.0024718784	0.004893044	-0.000872159	-0.0028309084	0.007833707	0.0093229	-0.0016149282	-0.0051592495	-0.0047017587	-0.004846051	-0.009602826	0.0013720202	-0.0042249155	0.0025267089	0.0056144833	-0.0040659057	-0.009596582	0.0015466976	-0.0067001223	0.0024951743	-0.003780632	0.0070784213	0.00064022065	0.0035609389	-0.0027391338	-0.0017105473	0.007652793	0.0014076781	-0.0058504487	-0.007834497	0.0012326873	0.006454631	0.0055563496	-0.00897705	0.008592164	0.004046978	0.007469605	0.0097463345	-0.00728958	-0.009039963	0.0058360007	0.009391213	0.0035069252
0.007088797	-0.00156793	0.007947499	-0.009488659	-0.008029499	-0.006640371	-0.0040034545	0.004989216	-0.0038135587	-0.008319905	0.008411777	-0.003747002	0.008608696	-0.0048957514	0.003918594	0.004922017	0.0023926091	-0.0028188038	0.0028491246	-0.008256236	-0.0027655398	-0.0025911583	0.007249006	-0.003463403	-0.006599703	0.004340427	-0.00047448516	-0.0035975564	0.006882472	0.0038723124	-0.0039002013	0.0007718885	0.009143502	0.007754656	0.006361872	0.0046673026	0.0023844899	-0.0018416261	-0.006371293	-0.0003018105	-0.0015653884	-0.0005722857	-0.006262871	0.0074340473	-0.006591493	-0.0072392775	-0.0027571463	-0.0015154004	-0.0076357173	0.000698241	-0.0053261113	-0.0012755442	-0.0073651113	0.0019605684	0.0032731986	-2.3138524e-05	-0.005448358	-0.0017260861	0.007084917	0.0037362587	-0.008881049	-0.0034135508	0.0023541022	0.0021380198	-0.009464008	0.004571166	-0.008656997	-0.007387068	0.003483112	-0.0034709584	0.003564471	0.008894091	-0.0035743224	0.009320425	0.0017110384	0.009847774	0.005705043	-0.009149483	-0.0033277308	0.006530175	0.0056027793	0.008705515	0.0069261026	0.008038888	-0.009823008	0.0042988253	-0.0050300765	0.003512386	0.006056688	0.0043921317	0.0075123594	0.0014977157	-0.0012649416	0.0057684006	-0.0056395675	3.8591625e-05	0.009456587	-0.00548125	0.0038142789	-0.008113021
0.009770293	0.008165114	0.0012809718	0.0050975787	0.0014081288	-0.0064551616	-0.001428051	0.0064491653	-0.004617306	-0.0039930656	0.0049244044	0.0027130984	-0.0018479753	-0.0028769434	0.0060107317	-0.0057167388	-0.0032367026	-0.006487825	-0.0042346325	-0.008580995	-0.004469789	-0.008511229	0.0014037776	-0.0086181965	-0.009916656	-0.008201625	-0.006772666	0.006680585	0.0037845564	0.00035616636	-0.0029579818	-0.0074283206	0.0005334187	0.0004998922	0.00019561886	0.00085259555	0.0007863307	-6.81603e-05	-0.008007054	-0.0058702733	-0.008382912	-0.0013120425	0.001820637	0.007417128	-0.001963427	-0.0023252917	0.009487155	7.970452e-05	-0.0024045217	0.008604847	0.0026870037	-0.0053439722	0.006588106	0.0045101536	-0.007054467	-0.000323174	0.0008344865	0.0057473574	-0.0017176545	-0.00280653	0.0017484308	0.0008471715	0.0011928272	-0.0026342822	-0.0059857843	0.007322984	0.0075873756	0.0082963575	-0.008598847	0.0026364254	-0.0035599626	0.009620404	0.0029037679	0.0046411133	0.0023856151	0.006608478	-0.0057432903	0.007894413	-0.002410922	-0.0045618857	-0.0020609903	0.009733558	-0.0068565905	-0.00219172	0.0070009995	-5.5749417e-05	-0.006294967	-0.0063935257	0.008940395	0.006429576	0.004773593	-0.0032620477	-0.00926762	0.0037868882	0.0071605504	-0.0056328895	-0.007865013	-0.00297274	-0.0049318983	-0.0023151112
